Question,Designed_Answer_2,context_adherence,completeness,correctness,answer_relevancy,readability_LLM_eval_Trott,bleu_score,rouge_1,bert_score,readability_score,readability_grade,lexical_diversity,text_length
who has access to my time zone?,"Your time zone information is not sold to others. Access to your time zone information is limited to third-party service providers who need it to perform their functions such as fulfilling orders and delivering packages. It may also be disclosed in case of a business transfer. These third-party service providers have access to your time zone information needed to perform their functions, but may not use it for other purposes.",70.0,70.0,,60.0,95,2.619466043841829,0.1818181818181818,0.8371978998184204,53.71,11,0.7,70
who can access my voice recordings?,You can review voice recordings of your device in your account.,,47.0,70.0,40.0,95,0.147253903258009,0.2857142857142857,0.8610126972198486,77.23,4,0.9090909090909092,11
what does the privacy policy say in regards to saving my name?,"Our privacy policy states that you might supply us with your name by using our services. You can access this information at any time in your Amazon Account. We never share your name with Third-Party Advertising Services. Instead, we use advertising identifiers like a cookie to share information that allows them to serve you with more useful Amazon ads.",95.0,70.0,88.0,85.0,90,12.882655507026518,0.4971098265895953,0.8813039660453796,56.45,9,0.8135593220338984,59
what is the latest privacy policy in regards to processing my voice?,You can always check the latest privacy policies on your Amazon account.,80.0,,100.0,50.0,100,0.5369099947573203,0.0869565217391304,0.8318594098091125,59.3,7,1.0,12
why do you know my age?,By using our services you might supply us with personal information such as your age.,100.0,85.0,,85.0,95,4.166818730945971,0.4333333333333333,0.8771947026252747,64.71,8,1.0,15
why do you know my calendar appointments?,A calendar may be linked to your Alexa. Anyone with access to your Alexa may manage events. The Alexa Calendar is stored in the cloud. You can unlink your calendar anytime through the Alexa App.,20.0,45.0,100.0,,90,1.333926490215405,0.109090909090909,0.8198727965354919,87.92,3,0.7714285714285715,35
why is all my contacts' personal information needed?,You may have granted access to contacts for calling and messaging features. You can undo so in the Alexa App in the mobile device settings.,40.0,35.0,80.0,70.0,92,0.1964695887045666,0.2394366197183098,0.8615080118179321,75.71,6,0.88,25
why did you add all my contacts' phone numbers to my contact book?,"We use your mobile device contacts to help you call, message, and connect with your friends and family. For outbound calls, you can set up to 10 phone numbers in the United States, Canada, Mexico, and the United Kingdom for free. Please visit your manage contacts to see more information.",60.0,60.0,70.0,65.0,90,9.674281253598872,0.4191616766467065,0.8791530728340149,71.44,8,0.8,50
why do you know my email address?,We automatically collect and store your email address to provide and continually improve our services.,85.0,,80.0,90.0,95,4.439167227663632,0.4615384615384615,0.8690565228462219,30.87,10,0.9333333333333332,15
why do you know my location?,"If you mean why we save your location, we use your mobile device's geolocation to enable location-based Reminders and Routines. We ask your permission for any other location-related features.",70.0,50.0,80.0,,90,4.4580386533235945,0.3486238532110092,0.8835934996604919,39.84,11,0.896551724137931,29
for what purpose is my name collected?,"We collect your name to provide you with a more personalised experience. For example, we will use your name for our voice ID service that allows Alexa to call you by your name. You can also grant us permission to share your name with a skill developer for example if you're using a restaurant booking skill to make a reservation.",95.0,70.0,90.0,100.0,90,4.600661898902343,0.4671532846715329,0.8789120316505432,68.1,8,0.75,60
what do you need my phone number for?,When you use Alexa Calling to call someone via Alexa we will display your mobile phone number as a caller ID. You can change the setting in your contact card in the Alexa App.,50.0,60.0,50.0,85.0,95,0.2630109967222517,0.2666666666666666,0.8660916090011597,88.06,6,0.8529411764705882,34
do you need to know my time zone?,"When you interact with our products or services we might automatically receive information on your time zone. In addition, your device's location is used for providing time or weather information. You can change your location at any time by editing your device location on your Alexa App.",85.0,50.0,100.0,90.0,90,2.281492087213779,0.2857142857142857,0.8602132797241211,55.54,10,0.7872340425531915,47
why do you record my voice?,Your recordings are used to help me answer your questions and requests as well as improve your experience.,85.0,0.0,80.0,85.0,95,0.0184998653776781,0.1805555555555555,0.862151026725769,70.13,10,0.8888888888888888,18
can the assistant pull information from my phone's calendar?,"You can give permission to Alexa to add, delete, or update your Calendar events and also link your calendar in the Alexa app. If anyone else is using your Alexa devices, the content of your calendar might be available to them.",85.0,80.0,100.0,85.0,90,32.47114060288119,0.6947368421052632,0.9332042336463928,67.59,8,0.7804878048780488,41
does the assistant have access to my contacts?,"We request access to your mobile device contacts to help you call, message and connect with friends. You can manage the permissions you grant to the Alexa App in your mobile device settings.",100.0,80.0,100.0,90.0,95,6.064947102318226,0.4507042253521127,0.9121875166893004,71.65,7,0.7878787878787878,33
what's my address?,"You have shared with me your address. To edit, change, or delete your address, refer to Amazon settings.",25.0,,,35.0,100,1.2790257719708376,0.2222222222222222,0.812625527381897,87.72,3,0.9444444444444444,18
what is my name?,"I will not disclose your name as part of my privacy policy. To see if you have already provided your name to Amazon Services, please refer to your personal profile under your account.",90.0,53.0,90.0,60.0,85,2.2212925276764053,0.2626262626262626,0.8514450788497925,63.19,8,0.8484848484848485,33
do you know my phone number?,By using our services you might supply us with your phone number.,80.0,75.0,70.0,50.0,100,0.9252985916071592,0.3076923076923077,0.8586167693138123,84.68,4,1.0,12
how do you process my audio recordings?,Our Alexa and Echo devices are to record as little audio as possible and minimize the amount of background noise streamed to the cloud if a wake word is detected.,90.0,25.0,90.0,60.0,90,1.4235155474416403,0.3295454545454545,0.9014822244644164,66.41,8,0.8666666666666667,30
does the assistant turn on my mic without my knowledge?,"Your Alexa device is only enabled through the wake word. Anytime your Echo device detects the wake word, a visual or audible indicator will signal it is recording audio to stream to the cloud, and you can review and delete the voice recordings associated with your account.",70.0,60.0,95.0,70.0,85,6.240319854890273,0.4455445544554455,0.8900623321533203,56.08,10,0.8085106382978723,47
is my calendar stored on the device?,We store a copy of your calendar in the cloud so that you can manage your events using Alexa. You can unlink your calendar in the Alexa Settings in your Alexa App.,95.0,40.0,90.0,70.0,95,23.097775770021315,0.6181818181818182,0.9295831322669984,80.62,5,0.71875,32
do they keep my contacts' information?,"If you use Alexa Communication to communicate with friends and family via Alexa, you will be asked to import your contacts from your device. They will be updated when you open the Alexa App. To delete contacts you can disable contact import or delete them manually by selecting the corresponding contact card in your Alexa App.",,30.0,100.0,70.0,90,12.13643968398175,0.5487804878048781,0.9226903915405272,60.95,11,0.7142857142857143,56
how long will my location history be kept?,"You can delete the location history collected by Enhanced Location Services in your Amazon account in the content and device section or by contacting customer service. However, this process is limited to data collected through Enhanced Location Services, collections by other devices will not be deleted.",100.0,40.0,,18.0,85,24.13033669818766,0.6964285714285714,0.9365665316581726,31.21,16,0.8478260869565217,46
how can you guarantee my location information is secure?,We design our systems with your security and privacy in mind and use various measures to ensure security and privacy of your location information.,85.0,40.0,,70.0,95,0.0801229092131677,0.1979166666666666,0.8809964060783386,21.74,12,0.7916666666666666,24
for how long would my name be stored in the database?,You can remove an Alexa Profile including your name at any time by visiting the Alexa Profile Settings. The account holder's profile cannot be removed.,20.0,15.0,100.0,25.0,95,0.7356918657434071,0.1558441558441558,0.8119432926177979,67.25,8,0.92,25
is the information on my time zone stored?,"To provide you with a personalized experience, we save your time zone.",60.0,40.0,70.0,90.0,95,0.2147564732120395,0.1587301587301587,0.8307806849479675,59.3,7,1.0,12
do you store my voice recordings locally or on a server?,"By default, your recording is sent to the cloud to process your request. You can choose to not send voice recordings but only text transcripts of your request to the cloud.",70.0,60.0,75.0,90.0,90,0.0061224623647885,0.1656050955414013,0.8553256392478943,89.58,7,0.8064516129032258,31
