Question,Designed_Answer_1,context_adherence,completeness,correctness,answer_relevancy,readability_LLM_eval_Trott,bleu_score,rouge_1,bert_score,readability_score,readability_grade,lexical_diversity,text_length
Are you sharing my name?,"By default, we keep all of your personal information, including your name, private and don't share it, unless you allow it. For example, if you choose to share your name and email with a restaurant booking skill for reservations, you can easily grant permission in the Privacy settings on the Alexa app or online.",,60.0,90.0,80.0,95,4.307630517776732,0.3819095477386935,0.8785650134086609,52.53,9,0.8703703703703703,54
Who has access to my phone number?,When you use Alexa Calling to call someone via Alexa we will display your mobile phone number as a caller ID. You can change the setting in your contact card in the Alexa App.,100.0,60.0,50.0,50.0,90,29.616996662109777,0.6578947368421053,0.93856942653656,88.06,6,0.8529411764705882,34
Who has access to my time zone?,"Third-Party Service Providers may receive access to your time zone. In addition, transactions involving third parties, business transfers and protection of Amazon and others may involve sharing of your time zone. These third-party service providers have access to time zone information needed to perform their functions, but may not use it for other purposes.",85.0,70.0,90.0,80.0,85,0.880809293799593,0.2204724409448819,0.8297059535980225,53.21,9,0.7962962962962963,54
Who can access my voice recordings?,You can access your voice recordings in your Voice History in the Alexa Privacy Settings.,80.0,50.0,100.0,40.0,90,1.4486551941179522,0.4,0.9007576704025269,64.71,8,0.8666666666666667,15
What does the privacy policy say in regards to saving my name?,"To provide you with a personalized experience, we save your profile information, but rest assured that we do not share your personal information with others.",100.0,65.0,85.0,60.0,95,0.2407882801661797,0.2463768115942029,0.8334640264511108,37.64,13,0.88,25
Why do you know my age?,We collect your birth date for Amazon services.,90.0,25.0,60.0,60.0,95,0.274294742430215,0.1886792452830188,0.8548228740692139,80.28,2,1.0,8
Why do you know my calendar appointments?,"We use your calendar events to operate, provide, develop and improve the products and services we offer our customers. You can unlink your calendar anytime through the Alexa App.",85.0,85.0,87.0,95.0,90,39.29202036846994,0.6530612244897959,0.9314067363739014,56.76,8,0.8620689655172413,29
Why did you add all my contacts' phone numbers to my contact book?,You may have granted access to contacts for calling and messaging features. You can undo so in the Alexa App in the mobile device settings.,50.0,20.0,100.0,50.0,90,0.1964695887045666,0.2394366197183098,0.8615079522132874,75.71,6,0.88,25
Why do you know my email address?,"We store information on your account such as your name, location and email. We collect this information to provide and continuously improve our services.",90.0,90.0,,85.0,100,3.3755297827442026,0.4594594594594595,0.8823003768920898,50.84,9,0.8333333333333334,24
For what purpose is my name collected?,Your name is collected to give you a personalized and improved experience. You can also create a voice ID that allows Alexa to call you by your name. This can be managed in your Alexa profile settings online or in your Alexa app.,85.0,60.0,100.0,91.0,92,5.401123897811117,0.453781512605042,0.8844816088676453,73.88,6,0.7906976744186046,43
What do you need my phone number for?,Your phone number is saved to send and receive calls and messages for certain Alexa-enabled products.,100.0,25.0,45.0,80.0,95,0.0242895618830348,0.2027027027027027,0.873315691947937,72.16,6,0.9375,16
Do you need to know my time zone?,We collect your Time Zone automatically to provide you with a more effective experience.,90.0,65.0,75.0,85.0,95,0.4263399404291607,0.2456140350877192,0.8705896139144897,31.89,11,1.0,14
Why do you record my voice?,"Your data allows me to respond to you and helps me learn from our interactions so that I can better help you. For example, the more variation in spoken language I learn, the better I'll be at understanding what you mean. You can manage and delete your voice recordings at any time in the Alexa Privacy Settings.",93.0,40.0,100.0,1.0,90,1.9884867995223516,0.3043478260869565,0.8574340343475342,69.11,8,0.8070175438596491,57
Can the assistant pull information from my phone's calendar?,You can link your calendar account to your Alexa in the Alexa App. This will allow anyone with access to your Alexa devices to manage events. The Alexa Calendar is stored in the cloud.,92.0,80.0,,65.0,95,12.62383524579695,0.6136363636363636,0.9146302938461304,85.39,4,0.7352941176470589,34
Does the assistant have access to my contacts?,You may have granted access to contacts for calling and messaging features. You can undo so in the Alexa App in the mobile device settings.,85.0,85.0,90.0,85.0,92,0.3427849142782977,0.2985074626865671,0.8786427974700928,75.71,6,0.88,25
What's my address?,"To see, edit or delete your current address, open the Alexa App or your Amazon profile settings and navigate to device location.",40.0,40.0,50.0,70.0,95,1.3445513266746811,0.1724137931034483,0.7924895286560059,57.61,12,0.9090909090909092,22
What is my name?,It seems you haven't created a voice ID which would allow me to call you by your name. You can manage your personal information by visiting the Alexa Profile Settings online or in your Alexa App.,75.0,50.0,80.0,,85,4.49522133223909,0.1941747572815534,0.8404892086982727,70.13,7,0.8611111111111112,36
Do you know my phone number?,We receive and store your phone number in relation to Amazon services.,100.0,85.0,100.0,50.0,100,1.1969373218108912,0.3692307692307692,0.8764821290969849,67.76,7,1.0,12
How do you process my audio recordings?,"Our systems are designed to record as little audio as possible. Therefore, we only stream to the cloud if the wake word was detected and minimize the amount of background noise in the recording. We verify the wake word detection in the cloud and only if confirmed, continue processing.",100.0,67.0,85.0,85.0,85,6.963570664999388,0.4,0.8964612483978271,63.39,8,0.7142857142857143,49
Does the assistant turn on my mic without my knowledge?,"Your device is only enabled if it detects the wake word. To ensure that Alexa is only recording if you want it to, we use two detection mechanisms and are continuously improving our technology. The visual and audible indicators on your device will show when the wake word was detected and audio is processed. You can manage and delete your voice recordings in the Alexa Privacy Settings in your Alexa App.",90.0,75.0,95.0,95.0,92,2.364372953887037,0.4778761061946902,0.8723431825637817,61.87,9,0.7605633802816901,71
Is my calendar stored on the device?,Linked calendars are saved on a cloud so you can access them using Alexa.,90.0,,85.0,75.0,90,17.398239655714114,0.5405405405405405,0.9427525997161864,82.65,5,1.0,14
Do they keep my contacts' information?,"When you register for Alexa Communication on your Alexa app, you will be asked to import your contacts from your device, which will then appear as contacts in your Alexa app.",100.0,70.0,100.0,60.0,90,7.51525452733151,0.4460431654676259,0.9304823875427246,56.93,9,0.7419354838709677,31
How long will my location history be kept?,"You can delete location history collected by Enhanced Location Services, however, this does not delete your data from other devices you use.",90.0,40.0,75.0,20.0,90,5.30512549099213,0.4318181818181818,0.9154664874076844,40.69,12,0.9545454545454546,22
For how long would my name be stored in the database?,"At Amazon Alexa, we try to minimize the data we retain while still allowing Amazon to provide personalised services to our customers.",80.0,40.0,100.0,,90,0.7032674991999817,0.1917808219178082,0.8348674178123474,49.15,11,0.8181818181818182,22
Is the information on my time zone stored?,"To personalize your experience, we store the time zone information you have defined in your account.",60.0,30.0,80.0,100.0,95,0.462410727949155,0.2985074626865671,0.7952913045883179,46.78,10,0.9375,16
Do you store my voice recordings locally or on a server?,"When you speak to Alexa, a recording of what you said will be sent to the cloud. However you can turn on Do Not Send Voice Recordings, so the audio of your requests to Alexa will be processed on your device.",85.0,45.0,50.0,90.0,95,0.1298899568799172,0.2345679012345679,0.8747805953025818,84.51,7,0.7560975609756098,41
